103.746494, 1.300901,0
-122.486087, 45.606432,-1
144.979294, -37.862446,-1
-89.975199, 30.021645,0
-87.737984, 42.028237,0
-83.642429, 41.36299,-1
-94.865939, 36.878122,1
-103.264851, 44.067449,0
-78.000143, 35.392579,-2
-111.914536, 40.841457,3
-158.029104, 21.338134,6
107.61125, -6.90834,0
5.389196, 43.28165,-4
-117.283258, 33.204668,0
-115.327344, 36.171818,3
100.626589, 13.795717,0
-97.572022, 30.507992,0
-38.499968, -3.780515,0
-91.505888, 44.797327,2
-83.630696, 41.373112,-6
-117.33643, 34.448573,3
-95.376518, 28.975028,3
13.44894, 43.28501,4
-118.087744, 33.831056,3
-118.024245, 33.711992,0
-117.190077, 32.749474,-2
39.15051, 21.67069,0
-0.269915, 51.332803,0
-95.45243, 30.188379,-4
-117.684656, 33.635825,-3
-76.454722, 37.031725,0
18.418642, -33.932365,-3
-119.24397, 39.600028,-2
-96.963911, 32.647123,-4
-117.039066, 32.67515,0
101.584266, 3.110361,0
-122.334714, 47.083755,0
-79.758145, 35.864071,0
-116.975383, 32.64911,0
-1.860176, 52.511299,4
120.884608, 14.828334,9
-118.016554, 33.852191,0
151.204383, -33.843728,-3
-4.346466, 51.818572,-3
-118.567929, 34.443869,0
-122.662479, 45.58116,-3
-97.739501, 30.267068,3
-98.21103, 19.07139,-2
-118.537841, 34.241804,-1
-117.921752, 33.779597,0
-2.236876, 53.476911,-1
-81.585545, 37.429275,-5
-80.164172, 25.890101,0
101.661676, 3.235111,4
-96.692569, 40.849597,0
-90.040141, 29.908398,0
-93.111626, 16.753027,0
-82.724669, 28.179066,0
-115.301073, 36.065189,4
-117.18475, 47.66747,0
-156.443786, 20.686989,0
-95.364758, 28.973426,-10
-76.509226, 37.156891,-7
-121.307482, 38.778185,2
-117.683171, 33.558054,0
-95.063949, 32.252673,-5
-76.327006, 36.799057,-1
-76.91835, 38.863923,0
18.633713, -33.837838,4
-117.993572, 33.832491,0
-43.296279, -22.880771,2
-89.4179, 43.078714,0
-121.900954, 37.332293,-1
121.624667, 13.9415,-2
-121.362296, 38.458123,0
-97.642845, 30.506307,-1
-71.394205, 41.893631,0
-94.654771, 31.614903,0
-87.703279, 41.917478,2
-115.081599, 36.120892,-4
-118.555204, 34.202215,0
-78.546595, 35.806484,0
-97.355874, 27.682091,-2
8.331725, 4.949741,1
-121.517968, 38.649039,0
67.023532, 24.849438,-3
-118.474641, 34.036824,3
-79.338239, 42.447966,3
-121.631971, 39.143839,-2
-95.592588, 29.663104,0
-76.376558, 36.807858,5
-122.132342, 47.985906,0
-71.077858, 42.325563,0
-87.535346, 41.70504,0
-97.113153, 32.692798,5
